%time,field.yaw_mode,field.pitch_mode,field.yaw_angle,field.pitch_angle
1553437944257255909,1,0,0.0197399038821,0.14179508388
1553437944268483201,1,0,0.0197399038821,0.14179508388
1553437944279654308,1,0,0.0197399038821,0.14179508388
1553437944317637743,1,0,0.0197399038821,0.14179508388
1553437944335862468,1,0,0.0197399038821,0.14179508388
1553437944346338728,1,0,0.0200827959925,0.16369228065
1553437944354770737,1,0,0.0200827959925,0.16369228065
1553437944363150357,1,0,0.0200827959925,0.16369228065
1553437944371292065,1,0,0.0200827959925,0.16369228065
1553437944378342492,1,0,0.0200827959925,0.16369228065
1553437944389145204,1,0,0.0200827959925,0.16369228065
1553437944400112718,1,0,0.0200827959925,0.16369228065
1553437944408743775,1,0,0.0200827959925,0.16369228065
1553437944416806200,1,0,0.0200827959925,0.16369228065
1553437944423592868,1,0,0.0289361909032,0.168133214116
1553437944434149167,1,0,0.0289361909032,0.168133214116
1553437944445257304,1,0,0.0289361909032,0.168133214116
1553437944456768445,1,0,0.0289361909032,0.168133214116
1553437944468517370,1,0,0.0289361909032,0.168133214116
1553437944479548503,1,0,0.0289361909032,0.168133214116
1553437944491529359,1,0,0.0289361909032,0.168133214116
1553437944503013375,1,0,0.0289361909032,0.168133214116
1553437944513575459,1,0,0.0289361909032,0.168133214116
1553437944524803089,1,0,0.0309697300196,0.173175320029
1553437944537068228,1,0,0.0309697300196,0.173175320029
1553437944544693258,1,0,0.0309697300196,0.173175320029
1553437944552042831,1,0,0.0309697300196,0.173175320029
1553437944559788113,1,0,0.0309697300196,0.173175320029
1553437944566176122,1,0,0.0309697300196,0.173175320029
1553437944577723751,1,0,0.0309697300196,0.173175320029
1553437944588531729,1,0,0.0309697300196,0.173175320029
1553437944599925006,1,0,0.0309697300196,0.173175320029
1553437944611273837,1,0,0.0309697300196,0.173175320029
1553437944622300450,1,0,0.0283797539771,0.195330262184
1553437944633586170,1,0,0.0283797539771,0.195330262184
1553437944644979985,1,0,0.0283797539771,0.195330262184
1553437944656082080,1,0,0.0283797539771,0.195330262184
1553437944667371746,1,0,0.0283797539771,0.195330262184
1553437944678702992,1,0,0.0283797539771,0.195330262184
1553437944690503686,1,0,0.0283797539771,0.195330262184
1553437944701683360,1,0,0.0283797539771,0.195330262184
1553437944712723999,1,0,0.0283797539771,0.195330262184
1553437944724285451,1,0,0.028885152936,0.199470669031
1553437944754824563,1,0,0.028885152936,0.199470669031
1553437944770095132,1,0,0.028885152936,0.199470669031
1553437944779145819,1,0,0.028885152936,0.199470669031
1553437944786889059,1,0,0.028885152936,0.199470669031
1553437944794408007,1,0,0.028885152936,0.199470669031
1553437944801383138,1,0,0.028885152936,0.199470669031
1553437944812168204,1,0,0.028885152936,0.199470669031
1553437944823123251,1,0,0.0330203965306,0.200704455376
1553437944834182138,1,0,0.0330203965306,0.200704455376
1553437944845571487,1,0,0.0330203965306,0.200704455376
1553437944856696120,1,0,0.0330203965306,0.200704455376
1553437944868072543,1,0,0.0330203965306,0.200704455376
1553437944879845295,1,0,0.0330203965306,0.200704455376
1553437944890625515,1,0,0.0330203965306,0.200704455376
1553437944902685094,1,0,0.0330203965306,0.200704455376
1553437944913484385,1,0,0.0330203965306,0.200704455376
1553437944926212173,1,0,0.0348704002798,0.203981786966
1553437944932749363,1,0,0.0348704002798,0.203981786966
1553437944940302521,1,0,0.0348704002798,0.203981786966
1553437944946909004,1,0,0.0348704002798,0.203981786966
1553437944959500587,1,0,0.0348704002798,0.203981786966
1553437944966375562,1,0,0.0348704002798,0.203981786966
1553437944973620688,1,0,0.0348704002798,0.203981786966
1553437944980479658,1,0,0.0348704002798,0.203981786966
1553437944992129622,1,0,0.0348704002798,0.203981786966
1553437944999251741,1,0,0.0348704002798,0.203981786966
1553437945007086923,1,0,0.0348704002798,0.203981786966
1553437945014411904,1,0,0.0348704002798,0.203981786966
1553437945021839403,1,0,0.0321898587048,0.201724201441
1553437945030014426,1,0,0.0321898587048,0.201724201441
1553437945038121877,1,0,0.0321898587048,0.201724201441
1553437945044762799,1,0,0.0321898587048,0.201724201441
1553437945055782564,1,0,0.0321898587048,0.201724201441
1553437945067002543,1,0,0.0321898587048,0.201724201441
1553437945078063726,1,0,0.0321898587048,0.201724201441
1553437945089256611,1,0,0.0321898587048,0.201724201441
1553437945100364559,1,0,0.0321898587048,0.201724201441
1553437945112215507,1,0,0.0321898587048,0.201724201441
1553437945122966712,1,0,0.0273184057325,0.198257133365
1553437945134631128,1,0,0.0273184057325,0.198257133365
1553437945145954017,1,0,0.0273184057325,0.198257133365
1553437945157279459,1,0,0.0273184057325,0.198257133365
1553437945168373458,1,0,0.0273184057325,0.198257133365
1553437945179782511,1,0,0.0273184057325,0.198257133365
1553437945211250393,1,0,0.0273184057325,0.198257133365
1553437945224246896,1,0,0.0273184057325,0.198257133365
1553437945234847361,1,0,0.0294062685221,0.192398935556
1553437945243122064,1,0,0.0294062685221,0.192398935556
1553437945251790568,1,0,0.0294062685221,0.192398935556
1553437945259642384,1,0,0.0294062685221,0.192398935556
1553437945267128159,1,0,0.0294062685221,0.192398935556
1553437945277498605,1,0,0.0294062685221,0.192398935556
1553437945285407155,1,0,0.0294062685221,0.192398935556
1553437945292798745,1,0,0.0294062685221,0.192398935556
1553437945300195887,1,0,0.0294062685221,0.192398935556
1553437945310894600,1,0,0.0294062685221,0.192398935556
1553437945321596727,1,0,0.0367119733244,0.183836132288
1553437945332823000,1,0,0.0367119733244,0.183836132288
1553437945340616784,1,0,0.0367119733244,0.183836132288
1553437945347733033,1,0,0.0367119733244,0.183836132288
1553437945358439444,1,0,0.0367119733244,0.183836132288
1553437945369087622,1,0,0.0367119733244,0.183836132288
1553437945380972932,1,0,0.0367119733244,0.183836132288
1553437945392714099,1,0,0.0367119733244,0.183836132288
1553437945399641039,1,0,0.0367119733244,0.183836132288
1553437945407827373,1,0,0.0367119733244,0.183836132288
1553437945415169910,1,0,0.0367119733244,0.183836132288
1553437945421872779,1,0,0.0233475282788,0.176071554422
1553437945432750334,1,0,0.0233475282788,0.176071554422
1553437945444087826,1,0,0.0233475282788,0.176071554422
1553437945452319406,1,0,0.0233475282788,0.176071554422
1553437945460116895,1,0,0.0233475282788,0.176071554422
1553437945466854899,1,0,0.0233475282788,0.176071554422
1553437945477360995,1,0,0.0233475282788,0.176071554422
1553437945488439715,1,0,0.0233475282788,0.176071554422
1553437945499606250,1,0,0.0233475282788,0.176071554422
1553437945511223124,1,0,0.0233475282788,0.176071554422
1553437945523026729,1,0,0.00428782063536,0.1713450104
1553437945534508705,1,0,0.00428782063536,0.1713450104
1553437945545898272,1,0,0.00428782063536,0.1713450104
1553437945557246804,1,0,0.00428782063536,0.1713450104
1553437945568414693,1,0,0.00428782063536,0.1713450104
1553437945579832235,1,0,0.00428782063536,0.1713450104
1553437945591242434,1,0,0.00428782063536,0.1713450104
1553437945603172754,1,0,0.00428782063536,0.1713450104
1553437945614553234,1,0,0.00428782063536,0.1713450104
1553437945622184119,1,0,0.000907811732031,0.158549576998
1553437945630325333,1,0,0.000907811732031,0.158549576998
1553437945638768625,1,0,0.000907811732031,0.158549576998
1553437945646390860,1,0,0.000907811732031,0.158549576998
1553437945657421864,1,0,0.000907811732031,0.158549576998
1553437945668190881,1,0,0.000907811732031,0.158549576998
1553437945679514395,1,0,0.000907811732031,0.158549576998
1553437945690900543,1,0,0.000907811732031,0.158549576998
1553437945702694808,1,0,0.000907811732031,0.158549576998
1553437945713753670,1,0,0.000907811732031,0.158549576998
1553437945725340189,1,0,-0.00173176086973,0.15860119462
1553437945735978649,1,0,-0.00173176086973,0.15860119462
1553437945748203796,1,0,-0.00173176086973,0.15860119462
1553437945755198181,1,0,-0.00173176086973,0.15860119462
1553437945766516247,1,0,-0.00173176086973,0.15860119462
1553437945774352269,1,0,-0.00173176086973,0.15860119462
1553437945782236769,1,0,-0.00173176086973,0.15860119462
1553437945789449756,1,0,-0.00173176086973,0.15860119462
1553437945800012491,1,0,-0.00173176086973,0.15860119462
1553437945811228761,1,0,-0.00173176086973,0.15860119462
1553437945822572083,1,0,-0.0157089658082,0.164566755295
1553437945833773096,1,0,-0.0157089658082,0.164566755295
1553437945845514195,1,0,-0.0157089658082,0.164566755295
1553437945856711502,1,0,-0.0157089658082,0.164566755295
1553437945868314223,1,0,-0.0157089658082,0.164566755295
1553437945879375665,1,0,-0.0157089658082,0.164566755295
1553437945890815762,1,0,-0.0157089658082,0.164566755295
1553437945902544623,1,0,-0.0157089658082,0.164566755295
1553437945913638628,1,0,-0.0157089658082,0.164566755295
1553437945925380688,1,0,-0.0307741522789,0.173259705305
1553437945936527333,1,0,-0.0307741522789,0.173259705305
1553437945947903651,1,0,-0.0307741522789,0.173259705305
1553437945955386544,1,0,-0.0307741522789,0.173259705305
1553437945963660143,1,0,-0.0307741522789,0.173259705305
1553437945971828983,1,0,-0.0307741522789,0.173259705305
1553437945979403623,1,0,-0.0307741522789,0.173259705305
1553437945990217950,1,0,-0.0307741522789,0.173259705305
1553437946001652107,1,0,-0.0307741522789,0.173259705305
1553437946012439645,1,0,-0.0307741522789,0.173259705305
1553437946024140077,1,0,-0.0360131349415,0.181325674057
1553437946054141178,1,0,-0.0360131349415,0.181325674057
1553437946066166340,1,0,-0.0360131349415,0.181325674057
1553437946075234875,1,0,-0.0360131349415,0.181325674057
1553437946083230919,1,0,-0.0360131349415,0.181325674057
1553437946090523110,1,0,-0.0360131349415,0.181325674057
1553437946101345933,1,0,-0.0360131349415,0.181325674057
1553437946112419726,1,0,-0.0360131349415,0.181325674057
1553437946123280389,1,0,-0.0413490615785,0.189061120152
1553437946135016551,1,0,-0.0413490615785,0.189061120152
1553437946146137465,1,0,-0.0413490615785,0.189061120152
1553437946157599309,1,0,-0.0413490615785,0.189061120152
1553437946168826404,1,0,-0.0413490615785,0.189061120152
1553437946180551041,1,0,-0.0413490615785,0.189061120152
1553437946192323404,1,0,-0.0413490615785,0.189061120152
1553437946203458299,1,0,-0.0413490615785,0.189061120152
1553437946213882500,1,0,-0.0413490615785,0.189061120152
1553437946227079752,1,0,-0.0365021888167,0.206011384726
1553437946233715458,1,0,-0.0365021888167,0.206011384726
1553437946245093745,1,0,-0.0365021888167,0.206011384726
1553437946255550028,1,0,-0.0365021888167,0.206011384726
1553437946266980044,1,0,-0.0365021888167,0.206011384726
1553437946278050058,1,0,-0.0365021888167,0.206011384726
1553437946307742312,1,0,-0.0365021888167,0.206011384726
1553437946320197207,1,0,-0.0365021888167,0.206011384726
1553437946329604509,1,0,-0.0302348531783,0.209555894136
1553437946337390821,1,0,-0.0302348531783,0.209555894136
1553437946344906720,1,0,-0.0302348531783,0.209555894136
1553437946355418413,1,0,-0.0302348531783,0.209555894136
1553437946366733558,1,0,-0.0302348531783,0.209555894136
1553437946374770835,1,0,-0.0302348531783,0.209555894136
1553437946382783440,1,0,-0.0302348531783,0.209555894136
1553437946389698344,1,0,-0.0302348531783,0.209555894136
1553437946400797256,1,0,-0.0302348531783,0.209555894136
1553437946411773342,1,0,-0.0302348531783,0.209555894136
1553437946422790916,1,0,-0.0339728549123,0.211507737637
1553437946434208500,1,0,-0.0339728549123,0.211507737637
1553437946444865085,1,0,-0.0339728549123,0.211507737637
1553437946456707770,1,0,-0.0339728549123,0.211507737637
1553437946467817873,1,0,-0.0339728549123,0.211507737637
1553437946479092132,1,0,-0.0339728549123,0.211507737637
1553437946511572510,1,0,-0.0339728549123,0.211507737637
1553437946524058546,1,0,-0.0339728549123,0.211507737637
1553437946532544587,1,0,-0.0402204345912,0.212222874165
1553437946541361391,1,0,-0.0402204345912,0.212222874165
1553437946549839858,1,0,-0.0402204345912,0.212222874165
1553437946557325304,1,0,-0.0402204345912,0.212222874165
1553437946567018092,1,0,-0.0402204345912,0.212222874165
1553437946578265779,1,0,-0.0402204345912,0.212222874165
1553437946589028814,1,0,-0.0402204345912,0.212222874165
1553437946600079189,1,0,-0.0402204345912,0.212222874165
1553437946611835164,1,0,-0.0402204345912,0.212222874165
1553437946623222247,1,0,-0.0440844796598,0.208854064345
1553437946655743988,1,0,-0.0440844796598,0.208854064345
1553437946677429795,1,0,-0.0440844796598,0.208854064345
1553437946687492518,1,0,-0.0440844796598,0.208854064345
1553437946695591041,1,0,-0.0440844796598,0.208854064345
1553437946702945954,1,0,-0.0440844796598,0.208854064345
1553437946713612358,1,0,-0.0440844796598,0.208854064345
1553437946725579812,1,0,-0.0353868767619,0.20255792141
1553437946736441358,1,0,-0.0353868767619,0.20255792141
1553437946747795511,1,0,-0.0353868767619,0.20255792141
1553437946754495110,1,0,-0.0353868767619,0.20255792141
1553437946762017470,1,0,-0.0353868767619,0.20255792141
1553437946768886448,1,0,-0.0353868767619,0.20255792141
1553437946802312958,1,0,-0.0353868767619,0.20255792141
1553437946816900076,1,0,-0.0353868767619,0.20255792141
1553437946826233056,1,0,-0.0190231675282,0.177432388067
1553437946833669189,1,0,-0.0190231675282,0.177432388067
1553437946841235221,1,0,-0.0190231675282,0.177432388067
1553437946848768926,1,0,-0.0190231675282,0.177432388067
1553437946855781242,1,0,-0.0190231675282,0.177432388067
1553437946866628100,1,0,-0.0190231675282,0.177432388067
1553437946877521796,1,0,-0.0190231675282,0.177432388067
1553437946889104148,1,0,-0.0190231675282,0.177432388067
1553437946900856093,1,0,-0.0190231675282,0.177432388067
1553437946913208761,1,0,-0.0190231675282,0.177432388067
1553437946924333835,1,0,-0.0224690947682,0.170557305217
1553437946935838330,1,0,-0.0224690947682,0.170557305217
1553437946946504570,1,0,-0.0224690947682,0.170557305217
1553437946958237176,1,0,-0.0224690947682,0.170557305217
1553437946968970581,1,0,-0.0224690947682,0.170557305217
1553437946981979363,1,0,-0.0224690947682,0.170557305217
1553437946989245680,1,0,-0.0224690947682,0.170557305217
1553437946996814128,1,0,-0.0224690947682,0.170557305217
1553437947004717486,1,0,-0.0224690947682,0.170557305217
1553437947011711350,1,0,-0.0224690947682,0.170557305217
1553437947022477502,1,0,-0.0273829933256,0.148379743099
1553437947033379155,1,0,-0.0273829933256,0.148379743099
1553437947044698468,1,0,-0.0273829933256,0.148379743099
1553437947056056725,1,0,-0.0273829933256,0.148379743099
1553437947089214334,1,0,-0.0273829933256,0.148379743099
1553437947103128283,1,0,-0.0273829933256,0.148379743099
1553437947112508705,1,0,-0.0273829933256,0.148379743099
1553437947120101622,1,0,-0.0273829933256,0.148379743099
1553437947128137772,1,0,-0.0225730378181,0.140615671873
1553437947135325170,1,0,-0.0225730378181,0.140615671873
1553437947147117131,1,0,-0.0225730378181,0.140615671873
1553437947158573048,1,0,-0.0225730378181,0.140615671873
1553437947169067418,1,0,-0.0225730378181,0.140615671873
1553437947181347317,1,0,-0.0225730378181,0.140615671873
1553437947188507325,1,0,-0.0225730378181,0.140615671873
1553437947196457562,1,0,-0.0225730378181,0.140615671873
1553437947205086798,1,0,-0.0225730378181,0.140615671873
1553437947212257606,1,0,-0.0225730378181,0.140615671873
1553437947222765210,1,0,-0.0111779915169,0.134422779083
1553437947233399488,1,0,-0.0111779915169,0.134422779083
1553437947244818733,1,0,-0.0111779915169,0.134422779083
1553437947256415905,1,0,-0.0111779915169,0.134422779083
1553437947267535829,1,0,-0.0111779915169,0.134422779083
1553437947278811328,1,0,-0.0111779915169,0.134422779083
1553437947290208589,1,0,-0.0111779915169,0.134422779083
1553437947302014678,1,0,-0.0111779915169,0.134422779083
1553437947312954310,1,0,-0.0111779915169,0.134422779083
1553437947324579181,1,0,0.00525496299379,0.131168931723
1553437947335624285,1,0,0.00525496299379,0.131168931723
1553437947348278045,1,0,0.00525496299379,0.131168931723
1553437947354678410,1,0,0.00525496299379,0.131168931723
1553437947365825359,1,0,0.00525496299379,0.131168931723
1553437947373505956,1,0,0.00525496299379,0.131168931723
1553437947380230914,1,0,0.00525496299379,0.131168931723
1553437947412622121,1,0,0.00525496299379,0.131168931723
1553437947425617113,1,0,0.00525496299379,0.131168931723
1553437947434817053,1,0,0.0102633950301,0.113166242838
1553437947442503539,1,0,0.0102633950301,0.113166242838
1553437947450989927,1,0,0.0102633950301,0.113166242838
1553437947459748725,1,0,0.0102633950301,0.113166242838
1553437947467029393,1,0,0.0102633950301,0.113166242838
1553437947475258771,1,0,0.0102633950301,0.113166242838
1553437947483269140,1,0,0.0102633950301,0.113166242838
1553437947490714791,1,0,0.0102633950301,0.113166242838
1553437947502352580,1,0,0.0102633950301,0.113166242838
1553437947512992010,1,0,0.0102633950301,0.113166242838
1553437947524697295,1,0,0.0101798018441,0.131557479501
1553437947535519103,1,0,0.0101798018441,0.131557479501
1553437947548983910,1,0,0.0101798018441,0.131557479501
1553437947556008329,1,0,0.0101798018441,0.131557479501
1553437947564039390,1,0,0.0101798018441,0.131557479501
1553437947572574312,1,0,0.0101798018441,0.131557479501
1553437947580471655,1,0,0.0101798018441,0.131557479501
1553437947591069123,1,0,0.0101798018441,0.131557479501
1553437947603436132,1,0,0.0101798018441,0.131557479501
1553437947611109622,1,0,0.0101798018441,0.131557479501
1553437947619168368,1,0,0.0101798018441,0.131557479501
1553437947626838923,1,0,0.0137008648366,0.13360580802
1553437947633670009,1,0,0.0137008648366,0.13360580802
1553437947644911647,1,0,0.0137008648366,0.13360580802
1553437947655778117,1,0,0.0137008648366,0.13360580802
1553437947667020176,1,0,0.0137008648366,0.13360580802
1553437947678578360,1,0,0.0137008648366,0.13360580802
1553437947690122330,1,0,0.0137008648366,0.13360580802
1553437947701565751,1,0,0.0137008648366,0.13360580802
1553437947712792320,1,0,0.0137008648366,0.13360580802
1553437947724579018,1,0,0.0215815121308,0.136882901192
1553437947735367029,1,0,0.0215815121308,0.136882901192
1553437947747714007,1,0,0.0215815121308,0.136882901192
1553437947759344994,1,0,0.0215815121308,0.136882901192
1553437947766326008,1,0,0.0215815121308,0.136882901192
1553437947773846828,1,0,0.0215815121308,0.136882901192
1553437947782010715,1,0,0.0215815121308,0.136882901192
1553437947788887061,1,0,0.0215815121308,0.136882901192
1553437947799685057,1,0,0.0215815121308,0.136882901192
1553437947810479251,1,0,0.0215815121308,0.136882901192
1553437947821949222,1,0,0.0242585971951,0.141366764903
1553437947832985397,1,0,0.0242585971951,0.141366764903
1553437947844390486,1,0,0.0242585971951,0.141366764903
1553437947855554633,1,0,0.0242585971951,0.141366764903
1553437947866787845,1,0,0.0242585971951,0.141366764903
1553437947878099326,1,0,0.0242585971951,0.141366764903
1553437947889992884,1,0,0.0242585971951,0.141366764903
1553437947900671443,1,0,0.0242585971951,0.141366764903
1553437947913034149,1,0,0.0242585971951,0.141366764903
1553437947923797539,1,0,0.0217442549765,0.16396792233
1553437947935310897,1,0,0.0217442549765,0.16396792233
1553437947946670012,1,0,0.0217442549765,0.16396792233
1553437947958023468,1,0,0.0217442549765,0.16396792233
1553437947969171594,1,0,0.0217442549765,0.16396792233
1553437947981125296,1,0,0.0217442549765,0.16396792233
1553437947992313578,1,0,0.0217442549765,0.16396792233
1553437947999315590,1,0,0.0217442549765,0.16396792233
1553437948007998033,1,0,0.0217442549765,0.16396792233
1553437948015598119,1,0,0.0217442549765,0.16396792233
1553437948022184768,1,0,0.0238593161106,0.169875144958
1553437948033148635,1,0,0.0238593161106,0.169875144958
1553437948044022893,1,0,0.0238593161106,0.169875144958
1553437948054970936,1,0,0.0238593161106,0.169875144958
1553437948066475066,1,0,0.0238593161106,0.169875144958
1553437948078025364,1,0,0.0238593161106,0.169875144958
1553437948089325839,1,0,0.0238593161106,0.169875144958
1553437948100787518,1,0,0.0238593161106,0.169875144958
1553437948112122977,1,0,0.0238593161106,0.169875144958
1553437948123799461,1,0,0.031481872499,0.17358532548
1553437948135107863,1,0,0.031481872499,0.17358532548
1553437948146722873,1,0,0.031481872499,0.17358532548
1553437948159517303,1,0,0.031481872499,0.17358532548
1553437948166364802,1,0,0.031481872499,0.17358532548
1553437948174034646,1,0,0.031481872499,0.17358532548
1553437948181138041,1,0,0.031481872499,0.17358532548
1553437948191679771,1,0,0.031481872499,0.17358532548
1553437948203133922,1,0,0.031481872499,0.17358532548
1553437948214350434,1,0,0.031481872499,0.17358532548
1553437948224875211,1,0,0.0323571637273,0.195907145739
1553437948236384152,1,0,0.0323571637273,0.195907145739
1553437948247873017,1,0,0.0323571637273,0.195907145739
1553437948258830646,1,0,0.0323571637273,0.195907145739
1553437948270336242,1,0,0.0323571637273,0.195907145739
1553437948276979483,1,0,0.0323571637273,0.195907145739
1553437948284342162,1,0,0.0323571637273,0.195907145739
1553437948290516401,1,0,0.0323571637273,0.195907145739
1553437948302699115,1,0,0.0323571637273,0.195907145739
1553437948312863085,1,0,0.0323571637273,0.195907145739
1553437948325421844,1,0,0.027418179065,0.200422778726
1553437948337121425,1,0,0.027418179065,0.200422778726
1553437948344006839,1,0,0.027418179065,0.200422778726
1553437948351233937,1,0,0.027418179065,0.200422778726
1553437948357915711,1,0,0.027418179065,0.200422778726
1553437948370275634,1,0,0.027418179065,0.200422778726
1553437948376856820,1,0,0.027418179065,0.200422778726
1553437948384531149,1,0,0.027418179065,0.200422778726
1553437948390977309,1,0,0.027418179065,0.200422778726
1553437948402772168,1,0,0.027418179065,0.200422778726
1553437948414306346,1,0,0.027418179065,0.200422778726
1553437948425762294,1,0,0.0283374127001,0.202827423811
1553437948432563523,1,0,0.0283374127001,0.202827423811
1553437948439942868,1,0,0.0283374127001,0.202827423811
1553437948446613681,1,0,0.0283374127001,0.202827423811
1553437948458210021,1,0,0.0283374127001,0.202827423811
1553437948469410944,1,0,0.0283374127001,0.202827423811
1553437948481093077,1,0,0.0283374127001,0.202827423811
1553437948492624834,1,0,0.0283374127001,0.202827423811
1553437948499505291,1,0,0.0283374127001,0.202827423811
1553437948507608185,1,0,0.0283374127001,0.202827423811
1553437948514822680,1,0,0.0283374127001,0.202827423811
1553437948521624595,1,0,0.0369155019522,0.205029696226
1553437948530042620,1,0,0.0369155019522,0.205029696226
1553437948537758011,1,0,0.0369155019522,0.205029696226
1553437948544241989,1,0,0.0369155019522,0.205029696226
1553437948554792179,1,0,0.0369155019522,0.205029696226
1553437948565380300,1,0,0.0369155019522,0.205029696226
1553437948572927390,1,0,0.0369155019522,0.205029696226
1553437948579619106,1,0,0.0369155019522,0.205029696226
1553437948592191994,1,0,0.0369155019522,0.205029696226
1553437948599359825,1,0,0.0369155019522,0.205029696226
1553437948607826584,1,0,0.0369155019522,0.205029696226
1553437948615922203,1,0,0.0369155019522,0.205029696226
1553437948622596576,1,0,0.0353966269642,0.202535808086
1553437948633595291,1,0,0.0353966269642,0.202535808086
1553437948644453231,1,0,0.0353966269642,0.202535808086
1553437948655842344,1,0,0.0353966269642,0.202535808086
1553437948667701383,1,0,0.0353966269642,0.202535808086
1553437948678633972,1,0,0.0353966269642,0.202535808086
1553437948690144795,1,0,0.0353966269642,0.202535808086
1553437948701694505,1,0,0.0353966269642,0.202535808086
1553437948712853303,1,0,0.0353966269642,0.202535808086
1553437948724720125,1,0,0.0274618711323,0.198503494263
1553437948736474346,1,0,0.0274618711323,0.198503494263
1553437948748469357,1,0,0.0274618711323,0.198503494263
1553437948755304186,1,0,0.0274618711323,0.198503494263
1553437948766455107,1,0,0.0274618711323,0.198503494263
1553437948777910371,1,0,0.0274618711323,0.198503494263
1553437948788853619,1,0,0.0274618711323,0.198503494263
1553437948800451535,1,0,0.0274618711323,0.198503494263
1553437948811724536,1,0,0.0274618711323,0.198503494263
1553437948823183246,1,0,0.032630816102,0.191521659493
1553437948834294784,1,0,0.032630816102,0.191521659493
1553437948845975223,1,0,0.032630816102,0.191521659493
1553437948857384281,1,0,0.032630816102,0.191521659493
1553437948869135366,1,0,0.032630816102,0.191521659493
1553437948880277336,1,0,0.032630816102,0.191521659493
1553437948892139781,1,0,0.032630816102,0.191521659493
1553437948903838168,1,0,0.032630816102,0.191521659493
1553437948911200972,1,0,0.032630816102,0.191521659493
1553437948919005000,1,0,0.032630816102,0.191521659493
1553437948926609057,1,0,0.0355133868754,0.171029269695
1553437948933508693,1,0,0.0355133868754,0.171029269695
1553437948944525052,1,0,0.0355133868754,0.171029269695
1553437948955778587,1,0,0.0355133868754,0.171029269695
1553437948966946838,1,0,0.0355133868754,0.171029269695
1553437948978295289,1,0,0.0355133868754,0.171029269695
1553437948989383904,1,0,0.0355133868754,0.171029269695
1553437949001070201,1,0,0.0355133868754,0.171029269695
1553437949011863285,1,0,0.0355133868754,0.171029269695
1553437949024421444,1,0,0.0197169652209,0.174050867558
1553437949035790092,1,0,0.0197169652209,0.174050867558
1553437949047687537,1,0,0.0197169652209,0.174050867558
1553437949058708189,1,0,0.0197169652209,0.174050867558
1553437949070083713,1,0,0.0197169652209,0.174050867558
1553437949098420095,1,0,0.0197169652209,0.174050867558
1553437949110231517,1,0,0.0197169652209,0.174050867558
1553437949119313802,1,0,0.0197169652209,0.174050867558
1553437949127190947,1,0,-0.00339907431044,0.163135111332
1553437949134282014,1,0,-0.00339907431044,0.163135111332
1553437949145320931,1,0,-0.00339907431044,0.163135111332
1553437949155835594,1,0,-0.00339907431044,0.163135111332
1553437949180883680,1,0,-0.00339907431044,0.163135111332
1553437949191330117,1,0,-0.00339907431044,0.163135111332
1553437949199599062,1,0,-0.00339907431044,0.163135111332
1553437949208076358,1,0,-0.00339907431044,0.163135111332
1553437949217044601,1,0,-0.00339907431044,0.163135111332
1553437949225126862,1,0,-0.0130673924461,0.164526760578
